TeamName,cset,package_name,CB_Score,AvailabilityScore,FuncScore,PerfScore,ExecTimeOverhead,FileSizeOverhead,MemUseOverhead,SecurityScore,ReferenceScore,ConsensusScore,EvaluationScore
Ninth Place Team,KPRCA_00009,b7897101_f8150db759e66e2279651ce7bf1025955d7037df6b9bed1d12df6b6f98fd8d1d.ar,0.45,0.11339,0.957637268,0.11339,0.77,-0.68,0.25,2,1,1,2
Third Place Team - Finalist,KPRCA_00010,16d55a01_8516357ed3a9b1714ed41f46ed63ce8f2df749e1d3901cd495e26ca9e4f75652.ar,0.21,0.104394,0.104394,1,-1,0.1,-0.81,2,1,1,1
Second Place Team - Finalist,KPRCA_00010,16d55a01_a2723df6ed42dfaafca8ea3bb4eb482e892c7862675cec1de7adb93a3eb69bb0.ar,0.43,0.214156204,1,0.214156204,0.57,0.01,0,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00010,16d55a01_1975171c711d70d596d273bd53143122ad701bfc507e7bbae476452e8a6e1481.ar,0.06,0.032385,0.032385,1,-1,0,-0.94,2,1,1,1
Sixth Place Team - Finalist,KPRCA_00010,16d55a01_996717af22dc3d441d66ad850ff4eee5a6aa6a4fd209255021629ac00bd9dc20.ar,0.06,0.032385,0.032385,0.571753246,-1,1,-0.86,2,1,1,1
First Place Team - Finalist,KPRCA_00010,16d55a01_911038d7b7dd4fa4a728daf8de6308ca4f2c6527d5d80bf944cf7b3342f1e69b.ar,4,1,1,1,0.01,0.02,0,2,1,1,2
Tenth Place Team,KPRCA_00010,16d55a01_22a28374a146aa4e5b369335ad71d78a279a9b483efe29771122ecef7d3934d8.ar,0,1,1,1,0,0.03,0,0,0,0,1
Seventh Place Team - Finalist,KPRCA_00010,16d55a01_1be7f7dabd2ca33e58c386b2dc1b3c39f545b5aaf52b1d5cb03350efdb2b9f17.ar,0,1,1,1,0,0,0,0,0,0,1
Fourth Place Team - Finalist,KPRCA_00010,16d55a01_0f158f1f90b9ee1a73c6aae7f82288250a2f8a4c7e7ed545b27f6accc2a88e1f.ar,0,0.683013455,1,0.683013455,0.2,0.06,0.07,0,0,1,1
Ninth Place Team,KPRCA_00010,16d55a01_db9e664d7733e52fbd977503812f649cc36351c44962a862f90e982961e2cf31.ar,0,0,0.104394,0,114.24,-0.56,-0.56,0,0,0,1
Third Place Team - Finalist,KPRCA_00011,aeb62101_1b51f8fdc778aeae814fabe69d68040ea9c33aa8857906e2fc72dc9c7ebfee42.ar,0,0,1,0,1.13,0.11,0.55,2,1,1,2
Second Place Team - Finalist,KPRCA_00011,aeb62101_260fc7c3a3f00fbb6709c35c4fbf7a59542bbdcec927f7a7501318415fa37a94.ar,0.54,0.267880314,1,0.267880314,0.49,0,0.1,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00011,aeb62101_bf2c92ddfbcb8c5778d7cba9c6f9f3a269384138f516c60b5f5593ad8bb41bd1.ar,2,1,1,1,-0.04,0,0.1,2,1,1,1
Sixth Place Team - Finalist,KPRCA_00011,aeb62101_aa9e4530b2b02186bfa73760a222f23e33b35e5201af984a38c5363ce5ba6e99.ar,0,0,0.117611389,0,-0.94,0.7,1.03,1.5,1,0,1
First Place Team - Finalist,KPRCA_00011,aeb62101_3f65bfc9c0b4be882a50df81c0131c8a985265c20b6a37934589c65fc8855b87.ar,0,1,1,1,-0.01,0.03,0,0,0,0,2
Tenth Place Team,KPRCA_00011,aeb62101_03b3cc1db2a2a2ee9511a60368740168d27cf1f870604eea05108d09fd310c0c.ar,0,1,1,1,0,0.03,0.05,0,0,0,1
Eighth Place Team,KPRCA_00011,aeb62101_715d4d8be18f6e46a9a3aff1da28779f1f9326ff119df442156b423db3593816.ar,0,1,1,1,0,-0.01,0,0,0,0,2
Seventh Place Team - Finalist,KPRCA_00011,aeb62101_fcc783261197389283106977dde8a4bcd7354212607f5bb1e296ba039c3a7747.ar,0,1,1,1,0.01,-0.01,0.1,0,0,0,1
Fourth Place Team - Finalist,KPRCA_00011,aeb62101_01e366be78236ba2a47067389edf3def09d784658ab66737fd8d8a63e1dc1c8a.ar,0,0.310156442,1,0.310156442,0.05,0.07,0.44,0,0,0,1
Ninth Place Team,KPRCA_00011,aeb62101_df0cf249a18224c0bbb686f90bb023e8e483c2f5aa0818f0ac2b998cd1fd9a6e.ar,0,0,1,0,1.18,-0.49,0.63,2,1,1,2
Third Place Team - Finalist,KPRCA_00012,5e453901_1d91f9ef410fd66710424839cbe0c3459edf5436722998f29fdd4ffa6e2149af.ar,2.37,0.592080277,1,0.592080277,0.24,0.03,0.04,2,1,1,2
Second Place Team - Finalist,KPRCA_00012,5e453901_a327b4ddf5f3ed9c8a1515ccbb71a0fd1af5e217f72eed531bf76dc5ee70a3f5.ar,2,1,1,1,0.1,0,0.01,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00012,5e453901_9a50b0537430fa224652193a5d969b2234efd86b7c295cbfa7ca8c7b44d17326.ar,0.04,0.017526,0.017526,1,-0.05,-0.01,-0.53,2,1,1,1
Sixth Place Team - Finalist,KPRCA_00012,5e453901_1774c0accb3d15cafb3161fa794706794ce699cc1d54bbeb7d6ef41bf018204d.ar,0,0.002286,0.002286,0.695574293,0.07,0.78,0.16,1.25,0.5,0,1
First Place Team - Finalist,KPRCA_00012,5e453901_3547d9dc53e558eff3fb56d310c2b9e9e6c0485b9fdbae774ce821751e1b1167.ar,3.5,1,1,1,-0.01,0.02,0,1.75,0.5,1,2
Tenth Place Team,KPRCA_00012,5e453901_f71cd5531ad62cfa370ca6289c4d04fce295cd109da4cb51afe7632a2354da91.ar,0,1,1,1,-0.01,0.03,0,0,0,0,1
Eighth Place Team,KPRCA_00012,5e453901_bf591b58912d8d56c1121e82b8b751dabf40ca23505da801c20805997e424902.ar,0,1,1,1,-0.01,-0.01,0,0,0,0,1
Seventh Place Team - Finalist,KPRCA_00012,5e453901_386348403e0a21a2630c6eab53587c5c94388ad470e6d7c6e64d95268de0091f.ar,1.25,1,1,1,-0.01,-0.01,0.02,1.25,0.5,0,1
Fourth Place Team - Finalist,KPRCA_00012,5e453901_67ccf7b4f896fb5384ba57e2b1c8624982deacaf6dbedc99affb177b8153b14a.ar,1.5,1,1,1,0.01,0.05,0.04,1.5,1,0,1
Ninth Place Team,KPRCA_00012,5e453901_cf4d704b75fc7f6efdcd24c3123702cf5563845eda61fb9e0e578a5fe832418d.ar,0.31,0.15283,1,0.15283,0.69,-0.7,0.06,2,1,1,1
Third Place Team - Finalist,KPRCA_00013,a45e1e01_6ae0d7dc722fafc8cc5d191195f432841fe061926966659ae4919688c2ea4acf.ar,0.01,0.006858,0.006858,1,-0.44,0.15,0.02,2,1,1,1
Second Place Team - Finalist,KPRCA_00013,a45e1e01_35f4d2ab27b8e6dbef61736ba0108f52db8d7fbfd745266c606536e43a9dadb6.ar,0.25,0.12325,1,0.12325,0.75,0,0,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00013,a45e1e01_260eca68abcac93e81873101a5582cc485d62f833d8985cbe5804aae67d4a53a.ar,0,1,1,1,0,0,0,0,0,0,1
Sixth Place Team - Finalist,KPRCA_00013,a45e1e01_a77f70fe9ee2c1d645c5abd9dc2e9704ac577dd5d0d16c13d57227f5db6e3c5e.ar,0,0.406339519,0.909494702,0.406339519,0.08,1.41,0.08,0,0,0,1
First Place Team - Finalist,KPRCA_00013,a45e1e01_009e96f766336eef1961915f036c5f4e31910b60418172c596349f74c990a9e5.ar,3.5,1,1,1,-0.01,0.03,0,1.75,0.5,1,2
Tenth Place Team,KPRCA_00013,a45e1e01_7e66e5e738b133ad02021a4219b7f946d34605d1037f3a70ecc6ab23d29a8594.ar,0,1,1,1,-0.01,0.03,0,0,0,0,1
Seventh Place Team - Finalist,KPRCA_00013,a45e1e01_3de5ecbb69f0328e8c6a8ee6627740b222ce157c05f4ca0af8caf5f0ed88882e.ar,0,0,0,1,-0.4,0,0,2,1,1,1
Fourth Place Team - Finalist,KPRCA_00013,a45e1e01_0234cb5fc8949720a5e826fb3e3993bf5d0d626d46647582bf2d92cef6784f08.ar,1.15,0.923845426,1,0.923845426,0.12,0.13,0.03,1.25,0.5,0,1
Ninth Place Team,KPRCA_00013,a45e1e01_e4f071e0352dcc69109c933ae0a6da42bfe981274f2dd3269487c856b5ea2a00.ar,0,0,0.08001,0,259.84,0.13,0.03,1.75,0.5,1,1
Third Place Team - Finalist,KPRCA_00014,6787bf01_77e5a5f623df2f38e82b38e74b101781a180ee7b9a53e5e9dab10e06eacd6dac.ar,0,0,1,0,1.14,-0.01,0.1,0,0,0,2
Second Place Team - Finalist,KPRCA_00014,6787bf01_df8cf9c065c075c9a669d3fcd216a6d4b3cd39ac189ea98e4216378b44a53d08.ar,0,0,0,1,-0.56,-0.04,-0.06,0,0,0,1
Fifth Place Team - Finalist,KPRCA_00014,6787bf01_14105539ae878856b5d19d284f9ee767345fe8f00284dde7f4d1b47c25d08c22.ar,0,1,1,1,0.01,0,0,0,0,0,1
Sixth Place Team - Finalist,KPRCA_00014,6787bf01_6f0a5e566d5bd62205696d4897d567b6b0732f9a3504c8c6449b83e62de337f5.ar,0.81,0.20288733,1,0.20288733,0.59,0.28,0.22,2,1,1,2
First Place Team - Finalist,KPRCA_00014,6787bf01_bd2551f8481130492d418d56640125577524a92e3c6c4692283332ce9933ec44.ar,2.29,0.571753246,1,0.571753246,0.25,0.08,0.05,2,1,1,2
Tenth Place Team,KPRCA_00014,6787bf01_1c2fa008ff45d98114969b0fd14ed17f087a125d06ad97f222d47acf0581a574.ar,0,0,0,1,-0.95,0,0,2,1,1,2
Eighth Place Team,KPRCA_00014,6787bf01_64a477c08af7e5b65c46814683095648f06acf492ceb255deebfa77abdd80135.ar,0,1,1,1,-0.01,0,0,0,0,0,2
Seventh Place Team - Finalist,KPRCA_00014,6787bf01_b64282d73851fb825e6ad576087f1e9b9b0d97549935cb1fddec188987fdc245.ar,0,0,1,0,1.81,0.03,0.1,1.5,1,0,2
Fourth Place Team - Finalist,KPRCA_00014,6787bf01_35e38ac9c3f904147f03a1067c072e906455ad32aac25bb7c2a22d21a13a9cb7.ar,0,0,0,0,25.38,0.11,0.05,2,1,1,1
Ninth Place Team,KPRCA_00014,6787bf01_f6a74ba81c27ebf82fb284c3e1aa3328b37f3a25a5d16d25e2b32eac88d8837f.ar,0,0.1479,1,0.1479,0.7,-0.93,0.1,0,0,0,2
Third Place Team - Finalist,KPRCA_00016,7540f802_924f6143b023d8882ee2fa203e9d138d0090778e4cd4aa96cf6ac7925e7599db.ar,1.36,0.339558665,1,0.339558665,0.41,0.06,0.33,2,1,1,2
Second Place Team - Finalist,KPRCA_00016,7540f802_67427b3ee3ef09b324cdf72fae0b4e94f2b5121307c477c54768e89f4d23f6b2.ar,1.65,0.822702475,1,0.822702475,0.15,-0.03,-0.13,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00016,7540f802_3b468b9ca658b06a6ff7f7cce4f4940af78775d3dc7aeef9fa50af31616d1869.ar,1.25,1,1,1,-0.01,0,0,1.25,0.5,0,1
Sixth Place Team - Finalist,KPRCA_00016,7540f802_b4c655d9edc162b716087f97bdbee21eeb7ac6a00a9281aded0935a2aaf8b5d7.ar,0,0,0.183926307,0,-0.51,1.02,1.13,0,0,0,1
First Place Team - Finalist,KPRCA_00016,7540f802_d72465f952cb3dae63b8bc2a074e32f5e86727c215c51288e719ebb809a75bf4.ar,3.5,1,1,1,-0.01,0.01,-0.02,1.75,0.5,1,2
Tenth Place Team,KPRCA_00016,7540f802_96464b9c5138a9bb7107aea78c7498403127c20ad7e5fab73d6a85d5b08f1cb1.ar,0,1,1,1,-0.01,0.01,0.02,0,0,0,1
Seventh Place Team - Finalist,KPRCA_00016,7540f802_31b78ffa1820789cfd85f504a6f42845d3f6f89a75d1cce3dd1c6e428ab323cc.ar,0,0,1,0,2.63,0.02,0.09,0,0,0,1
Fourth Place Team - Finalist,KPRCA_00016,7540f802_e794c0488ec4c5ac1c4c23a7f1df637b7590753c9f82fda78ad10e8ce18276e9.ar,0.79,0.451399088,1,0.451399088,0.15,0.07,0.32,1.75,0.5,1,1
Ninth Place Team,KPRCA_00016,7540f802_06cb3ec2aa9f3322c45336493ecf8c23092e0e4adbcec7753b5c2d9bf78076a2.ar,0.32,0.253001764,1,0.253001764,0.46,-0.57,0.51,1.25,0.5,0,1
Third Place Team - Finalist,KPRCA_00017,a72bca01_2fe6484d9d0b278ad89c21f930587f90b365cc780e7e6261d9c65c21a79db549.ar,0.47,0.232568039,1,0.232568039,0.54,0.04,0.42,2,1,1,1
Second Place Team - Finalist,KPRCA_00017,a72bca01_9bd168cfe03a26db57b89fb909bb0ad70fffb70ddae2130dba927647469fb8d4.ar,3.55,0.888487048,1,0.888487048,0.13,-0.06,-0.29,2,1,1,2
Fifth Place Team - Finalist,KPRCA_00017,a72bca01_b6ed3d701c85ec6f5f1d59d83764af075c8fda3e82535884b2652ff7e1e3f94f.ar,1.75,1,1,1,0,-0.01,0,1.75,0.5,1,1
Sixth Place Team - Finalist,KPRCA_00017,a72bca01_41651faf76cc022c352ce06a1fe44032296499cca1b9787b8191c309ce451581.ar,0,0,0,0,-0.28,0.75,1.42,2,1,1,1
First Place Team - Finalist,KPRCA_00017,a72bca01_b34beda2f2a86c137346ca3043f79964774848f95083ae94c795ca9d0ffd5b1f.ar,0,1,1,1,0,0.03,0,0,0,1,2
Tenth Place Team,KPRCA_00017,a72bca01_af3471e638de5b895e7b276159c26c20855d58ea246982cb4c21dc3f8ffef68c.ar,0,1,1,1,0,0.03,0.07,0,0,0,1
Eighth Place Team,KPRCA_00017,a72bca01_834df0e945c77b92dfcc6d81dc45405dd6e55117495b1998a2d11a73911c09e1.ar,0,1,1,1,0,-0.01,0,0,0,0,2
Seventh Place Team - Finalist,KPRCA_00017,a72bca01_0253e6b714f0086235ffe9b904e59a495f446bfcdf0be53319470977df64ca40.ar,0.15,0.036576,0.036576,0.515788875,-0.83,0.03,0.28,2,1,1,2
Fourth Place Team - Finalist,KPRCA_00017,a72bca01_c3c9e53798c54b254e7f6442cc44001d24fb5436ea4a3459364e0b1b29a8adec.ar,0.82,0.4096,1,0.4096,0.07,0.03,0.35,2,1,1,1
Ninth Place Team,KPRCA_00017,a72bca01_3a56be717c1ab191244b7b3c6896de103857f8ba4b05075066ef9002fa807807.ar,1.59,0.396750808,1,0.396750808,0.36,-0.79,0.28,2,1,1,2
Third Place Team - Finalist,KPRCA_00018,d83a2b01_f71c5764093c9a1ff0f58b74a239253291c47b6508c101c7004a896d4ddec8a6.ar,0.25,0.12325,1,0.12325,0.17,0.37,0.75,2,1,1,1
Second Place Team - Finalist,KPRCA_00018,d83a2b01_35a70a85a3b86fc484ade8fac72d817ee16626f3e8804e0dd7ae55eb7050c686.ar,0.35,0.17255,1,0.17255,0.65,-0.02,-0.08,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00018,d83a2b01_c904df9fa39aebd141aac8612382650b9586fd4bfb58d30685ce23c078df3dec.ar,1.34,0.668312358,0.668312358,1,-0.18,0,0,2,1,1,1
Sixth Place Team - Finalist,KPRCA_00018,d83a2b01_1332ae4044d813ecb84db81e7f41e64c54d9733c1ae560b444393b1470548a76.ar,0,0,0,0,-0.95,5.49,0.68,0,0,0,1
First Place Team - Finalist,KPRCA_00018,d83a2b01_c48623e7ae16a6e5c1718ccb652f6f0f313d7992c79440f40fd8ffbd99eaa095.ar,0.68,0.339558665,1,0.339558665,0.07,0.8,0.41,2,1,1,1
Tenth Place Team,KPRCA_00018,d83a2b01_d7f7d6d8a02abf47d8bd932acc163bc85cccd26d74b1f08048f0bad0b4d7f71a.ar,1.47,0.735029853,1,0.735029853,0,0.17,0.18,2,1,1,1
Seventh Place Team - Finalist,KPRCA_00018,d83a2b01_9b18cb46223bb1bb9dfcf633625c82ab41734108dcb98b674d61b6cea14c395d.ar,0,0.482253086,1,0.482253086,0,0,0.3,0,0,0,1
Fourth Place Team - Finalist,KPRCA_00018,d83a2b01_36966e71d39fffda661bc90bfd3f9e4de0a49f32c8922dcad69e97b7dd8085bd.ar,0,0.533650048,1,0.533650048,0.18,0.31,0.27,0,0,0,1
Ninth Place Team,KPRCA_00018,d83a2b01_71d3766c257dd2f624185d5a37cb1506063c3f8551130fce7a30839981d3f93a.ar,0,0.12325,0.248740777,0.12325,0.38,0.56,0.75,0,0,0,2
Third Place Team - Finalist,KPRCA_00019,607a5e01_2e4abcbf0ba8ae0898f982d095197c3839406ee6dcfd49c809461ca1c1459d30.ar,0,0,0.996013956,0,1.66,0.07,0.04,2,1,1,1
Second Place Team - Finalist,KPRCA_00019,607a5e01_4a12741d7ac8bddde96d56bfeac001da30e3040c92d8ac06bcce6207ec3bd1c2.ar,0,0,0,1,-0.1,0,0,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00019,607a5e01_7004be323a29d9186652100a740c7d323a515585ebe2cfd55fab1c460ccc47fc.ar,0,1,1,1,0.08,-0.01,0,0,0,0,1
Sixth Place Team - Finalist,KPRCA_00019,607a5e01_38c642f9974169b801375e1ff1ef6161abea15f6dd25b21c861fb8cedd5baeb8.ar,0,1,1,1,0.01,0.18,0.01,0,0,0,2
First Place Team - Finalist,KPRCA_00019,607a5e01_8e60acd1dded72f5f2a13b81d2aaa528a0060768faaa5fcd8d3bf92cce991803.ar,4,1,1,1,0,0.04,0,2,1,1,2
Tenth Place Team,KPRCA_00019,607a5e01_a61c05754d1953a2ab73a0a3006157b21040d0d7f3326a9e8319f4c021423630.ar,0,0,0,1,-0.99,0.04,0,2,1,1,1
Seventh Place Team - Finalist,KPRCA_00019,607a5e01_206a80b9ec9f2e6e9ccdc84d875f79d80d61268faa13af38ebf1c581a3b44746.ar,4,1,1,1,0,0.04,0.01,2,1,1,2
Fourth Place Team - Finalist,KPRCA_00019,607a5e01_a903895a1834ce7318fd5bee2b5adce18033e635559d6037dc65241d0484f570.ar,0,0,0,1,-0.87,0.13,0.01,2,1,1,1
Ninth Place Team,KPRCA_00019,607a5e01_66f7437642cc91a06e4d91a0b6e4e6a219f15a8cadd39b95051c0c74aeb40a09.ar,0,0,0.996013956,0,7.69,-0.82,0.03,0,0,0,1
Third Place Team - Finalist,KPRCA_00020,b7d1e001_ef16cc194069f532288edea6bdd43808209c0c8ba9c1b17262b02aa32ed04bac.ar,1.49,0.37252903,1,0.37252903,0.13,0.34,0.38,2,1,1,2
Second Place Team - Finalist,KPRCA_00020,b7d1e001_51462a7aa7b34dba76a3d0a5c1d15cb39aace36ba4c6aca76c780d7218767e31.ar,1.42,0.708425211,1,0.708425211,0.19,-0.01,0,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00020,b7d1e001_857db74bf097df8633eba278b30826a36926340d39ce8c5bf8609bb655a156fb.ar,0,1,1,1,0,-0.01,0,0,0,0,1
Sixth Place Team - Finalist,KPRCA_00020,b7d1e001_6ff1bcb1a5883a1b1f249c4a2b5efcc1c352e9e5d51db807765ee6cbfae15ab6.ar,3.29,0.822702475,1,0.822702475,0.04,0.2,0.15,2,1,1,2
First Place Team - Finalist,KPRCA_00020,b7d1e001_3cd0140fafe58d89b889b61de89adaeccd3c1393499fd339ae7253e859f3d737.ar,2.33,1,1,1,-0.01,0.02,0,1.166666667,0.333333333,0,2
Tenth Place Team,KPRCA_00020,b7d1e001_7bf367fdaa27ad06f594d33142ffdeede8dea1a722a4e6b94e9473d711f73650.ar,0,1,1,1,0,0.03,0.05,0,0,0,1
Eighth Place Team,KPRCA_00020,b7d1e001_3b984b5bb85ff9355ba06a5246397587b677b3fe8e7b4f39e0183bbd5bd4df20.ar,2.67,1,1,1,0,0.04,0.02,1.333333333,0.666666667,0,2
Seventh Place Team - Finalist,KPRCA_00020,b7d1e001_c018daf30899ad9a62b7f18e24b29d02f001bf8f1c21cf2c01d7ce1310e2742d.ar,2.33,1,1,1,0.05,0.03,0.07,1.166666667,0.333333333,0,2
Fourth Place Team - Finalist,KPRCA_00020,b7d1e001_35166383afc047c954f7d53b36e755c785fc7b6db38d72ac9e4c56201a870839.ar,0,0,1,0,0.12,0.05,2.24,1.333333333,0.666666667,0,1
Ninth Place Team,KPRCA_00020,b7d1e001_8111ad5b2a05924ba6b3c682a7b258551d2187c6c9a038e218261e1cd98ce938.ar,0,0,1,0,1.2,-0.54,0.33,2,1,1,2
Third Place Team - Finalist,KPRCA_00021,0a640401_3706751a93b2efac4699cf20ae1da69fbbd44447700772b8c76242d189fa046a.ar,0.73,0.18241,1,0.18241,0.63,0.13,0.41,2,1,1,2
Second Place Team - Finalist,KPRCA_00021,0a640401_9244727fa558f26be83924fce1d1a7420c9e379da60d2c2ba881cb63e4e171ea.ar,1.18,0.592080277,1,0.592080277,0.24,0,0.02,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00021,0a640401_0fd59d5fdb8535e47d505dbdb02d0bb0bfb1c42d4d7d53fa2d0bd9285b515c91.ar,1.1,1,1,1,-0.01,-0.01,0,1.1,0.2,0,1
Sixth Place Team - Finalist,KPRCA_00021,0a640401_0c3884e247e8a27a29f634667eacb87f27bed13e5142b64c04d9bfe274ea1837.ar,1.98,0.762895212,1,0.762895212,0.02,0.13,0.17,1.3,0.6,0,2
First Place Team - Finalist,KPRCA_00021,0a640401_c4f260d37d6f5cba84d9acfbc8c752386baec3ac747528724ed12b3c6a51e09f.ar,2.6,1,1,1,-0.01,0.02,0,1.3,0.6,0,2
Tenth Place Team,KPRCA_00021,0a640401_05e54639a02fbcda874a70ac48024fc6f25bf47a069cb8c85073569abff3c6c3.ar,0,1,1,1,-0.02,0.03,0.03,0,0,0,1
Eighth Place Team,KPRCA_00021,0a640401_2b8ba2a202fa1c24a8745df1fecb4d6dd59c9258e0131cfc8f175852d8156e59.ar,2.6,1,1,1,-0.02,0.03,0,1.3,0.6,0,2
Seventh Place Team - Finalist,KPRCA_00021,0a640401_e20d3665ecccd5ed30cdc373f5505250c44728a5c5574775f38858ffdc6bb0f4.ar,1.76,0.678068582,0.678068582,0.888487048,-0.19,0.01,0.13,1.3,0.6,0,2
Fourth Place Team - Finalist,KPRCA_00021,0a640401_e8fe7d358c44c43ac0018be851ccee66c96fcba976cc3ca43f987b7719310cb8.ar,0,0,1,0,0.16,0.08,1.43,1.9,0.8,1,1
Ninth Place Team,KPRCA_00021,0a640401_9ec40855ea71b4c22894002ab281b10633a2fa0833e905de49127bcb275e1720.ar,0.49,0.12325,1,0.12325,0.75,-0.46,0.65,2,1,1,2
Third Place Team - Finalist,KPRCA_00022,eb3c0301_f84848def4bf01dd8164479c4764a72de3b65043a7c827db4cb24bd42816185d.ar,0,0,0,1,-0.92,-0.04,0.08,2,1,1,2
Second Place Team - Finalist,KPRCA_00022,eb3c0301_4f37e24eea0fb9468ab75c545de25449e4f6c35441ddf77c2cc12703cc5a1541.ar,0,0,0,0.822702475,0.15,0.04,0.13,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00022,eb3c0301_d3a835e595244aec831a1dfe43386392b7f1607c5b3882547c8520986ddaa450.ar,0,1,1,1,-0.02,0,0,0,0,0,1
Sixth Place Team - Finalist,KPRCA_00022,eb3c0301_ecb5a7fe1e88219bb5f9d86a46f7323432bdaa1f142fa03c4a1cbfa1d9510c73.ar,0.08,0.020574,0.020574,0.283868845,-0.9,0.3,0.47,2,1,1,2
First Place Team - Finalist,KPRCA_00022,eb3c0301_111967369189eadbcc51d8fbb69da40bce8ac8180cf35ad8b6ff4d7f8b64e6bc.ar,3.55,0.888487048,1,0.888487048,-0.02,0.04,0.13,2,1,1,2
Tenth Place Team,KPRCA_00022,eb3c0301_060df292b1abe983c5b10570b1c78f823e406b26c7ed4beec0b825670fbb8424.ar,0,0.219482115,0.219482115,0.888487048,-0.61,0.01,0.13,0,0,0,1
Eighth Place Team,KPRCA_00022,eb3c0301_37d6f7046900cc56187cf67d43d9ca6b9030114506930bb882412d4c7e2dbe85.ar,0,1,1,1,-0.02,0,0,0,0,0,2
Seventh Place Team - Finalist,KPRCA_00022,eb3c0301_6ba99537179f4ce6ab82565b7df0358a792ba409c4f0db621528b3e52ceb2f0c.ar,0,0,0,1,-0.01,0,0,0,0,0,1
Fourth Place Team - Finalist,KPRCA_00022,eb3c0301_fed85f8320e609d7b017691b0ad28a061a8102d7380848b80523354bd0d10dbf.ar,0,0.422973598,1,0.422973598,0.06,0.07,0.34,0,0,1,1
Ninth Place Team,KPRCA_00022,eb3c0301_900a57a04869570fa93f3f08ee0ec769ff4deee1cca78d7fcf061bf93fcf5c3b.ar,0,0,0,1,-0.91,-0.68,0.08,2,1,1,2
Third Place Team - Finalist,KPRCA_00023,534e4c01_1cc2a7edb18d2c2e68966333a5102a16aac94bedf2bb4664cf2f9c165bd43fd5.ar,0,0,1,0,2.63,0.16,0.56,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00023,534e4c01_a7b0f2db529783c6ba3ea557093c723217a7593b371b6cdee18bfa81dddd5024.ar,0,1,1,1,0,0,-0.01,0,0,1,1
Sixth Place Team - Finalist,KPRCA_00023,534e4c01_68f3870c5908ece8f68ba7df194604e76753808e9d694624a4cd5722b38c7d23.ar,0,0,0,0.220084054,-0.86,0.57,0.56,2,1,1,1
First Place Team - Finalist,KPRCA_00023,534e4c01_eb522691b61df3ca76101b9a0b9558d643285e83001863574791d451b4b001b3.ar,0.29,0.14297,1,0.14297,0.71,0.22,0.5,2,1,1,1
Tenth Place Team,KPRCA_00023,534e4c01_8d534eafdca34256aae277c1fc7a9a5efa86bfea73c0995666b83a6e60395709.ar,0,1,1,1,-0.01,0.03,0.04,0,0,0,1
Seventh Place Team - Finalist,KPRCA_00023,534e4c01_ea1a7e679935bda7be492b19a78fd8f1ece7198af60c5641bd11a00e7fe7253f.ar,0,0.683013455,1,0.683013455,-0.01,0,0.2,0,0,1,1
Fourth Place Team - Finalist,KPRCA_00023,534e4c01_102c18d01bf20144f4f642d5ce946529e8f4f1ee8c9f064d3d043c208c5a28d7.ar,0,0.339558665,1,0.339558665,0.12,0.06,0.41,0,0,1,1
Ninth Place Team,KPRCA_00023,534e4c01_da42858fb2ffd3f9575fd8718edb35c085a99d591ea7cde7c5ca32cbefb4df0b.ar,0,0,0,0.46650738,-0.58,-0.64,0.31,2,1,1,1
Third Place Team - Finalist,KPRCA_00024,251abc02_66ae94a4474b5230490e1e674ccd5404b4dce8b422d445f1f12529a54da977d7.ar,0.79,0.396750808,1,0.396750808,0.36,0.1,0.18,2,1,1,1
Second Place Team - Finalist,KPRCA_00024,251abc02_dd943bbb89165a3e26d803cbe8f810e05402f9e6f248e7bf166f6ad95f0322f1.ar,0,0,0,1,-1,0,-0.4,2,1,1,1
Fifth Place Team - Finalist,KPRCA_00024,251abc02_990e7eb9f66abcefa2f0624fa38c1b0d9a72a900591cd360f30bfc65be77b50f.ar,0,1,1,1,-0.01,-0.01,-0.07,0,0,1,1
Sixth Place Team - Finalist,KPRCA_00024,251abc02_e984d305f13e4db2e3285b6b66ca10108ec7dc2d0c63f1d291d8e411bac0f84c.ar,0,0,0,0.708425211,-1,0.76,-0.21,2,1,1,1
First Place Team - Finalist,KPRCA_00024,251abc02_892b9c1d6436617adb73b48fc81fd58e1f5613de8ec96d1202e1a812458900d1.ar,0.64,0.319590187,1,0.319590187,0.43,0.25,0.12,2,1,1,1
Tenth Place Team,KPRCA_00024,251abc02_b7b3098060fce3fd35820db0d9e830b985f2d25033caeb8f60dcc0f27b5c48ab.ar,0,0.015986014,0.015986014,1,-1,0.03,-0.37,0,0,1,1
Seventh Place Team - Finalist,KPRCA_00024,251abc02_599fc51ac23e2dee1a50af0ede7ae6d666646c5f9522154a8c8b469e37ef6cab.ar,0,0,0,0.923845426,0.12,0.01,-0.03,0,0,0,1
